128;1.03;1.0402360515021458
128;1.05;1.0487534626038781
128;1.1;1.1280379371665679
16;1.03;1.0664335664335665
16;1.05;1.1422764227642277
16;1.1;1.1440677966101696
2;1.03;1.0
2;1.05;1.0
2;1.1;1.0
32;1.03;1.1371115173674589
32;1.05;1.129277566539924
32;1.1;1.122983870967742
4;1.03;1.3333333333333333
4;1.05;1.0
4;1.1;1.0
64;1.03;1.0919439579684764
64;1.05;1.1135758651286602
64;1.1;1.0986425339366517
8;1.03;1.0984848484848484
8;1.05;1.0757575757575757
8;1.1;1.1935483870967742
128;1.03;1.229
128;1.05;1.1884920634920635
128;1.1;1.193
16;1.03;1.2338983050847459
16;1.05;1.120274914089347
16;1.1;1.137037037037037
2;1.03;1.0256410256410255
2;1.05;1.0256410256410255
2;1.1;1.0526315789473684
32;1.03;1.150105708245243
32;1.05;1.1630434782608696
32;1.1;1.1183294663573087
4;1.03;1.0804597701149425
4;1.05;1.0344827586206897
4;1.1;0.9550561797752809
64;1.03;1.2022008253094911
64;1.05;1.182328190743338
64;1.1;1.2453102453102454
8;1.03;1.087719298245614
8;1.05;1.0988372093023255
8;1.1;1.1265822784810127
128;1.03;1.1646168401135288
128;1.05;1.2364583333333334
128;1.1;1.1953290870488322
16;1.03;1.116
16;1.05;1.1950207468879668
16;1.1;1.1512605042016806
2;1.03;1.2666666666666666
2;1.05;1.1428571428571428
2;1.1;1.0
32;1.03;1.2217090069284064
32;1.05;1.24009900990099
32;1.1;1.1398963730569949
4;1.03;1.2162162162162162
4;1.05;1.303030303030303
4;1.1;1.1875
64;1.03;1.2271341463414633
64;1.05;1.2906976744186047
64;1.1;1.2164048865619546
8;1.03;1.0342465753424657
8;1.05;1.0757575757575757
8;1.1;1.0333333333333334
128;1.03;0.7467927076299797
128;1.05;0.7785419532324622
128;1.1;0.9227272727272727
16;1.03;1.3555555555555556
16;1.05;1.3258426966292134
16;1.1;1.1839080459770115
2;1.03;1.2727272727272727
2;1.05;0.9090909090909091
2;1.1;1.25
32;1.03;1.389937106918239
32;1.05;1.475177304964539
32;1.1;1.375
4;1.03;1.24
4;1.05;1.12
4;1.1;1.0769230769230769
64;1.03;1.2294776119402986
64;1.05;1.2444029850746268
64;1.1;1.32
8;1.03;1.1636363636363636
8;1.05;1.411764705882353
8;1.1;1.0212765957446808
128;1.03;1.1142857142857143
128;1.05;1.1183673469387756
128;1.1;1.1179698216735254
16;1.03;1.1845238095238095
16;1.05;1.1978851963746224
16;1.1;1.2036199095022624
