aa0121.03;aa01;8904;823;72965;2;1.03;544.0
aa0121.05;aa01;8904;823;72965;2;1.05;543.0
aa0121.1;aa01;8904;823;72965;2;1.1;540.0
aa0141.03;aa01;8904;823;72965;4;1.03;578.0
aa0141.05;aa01;8904;823;72965;4;1.05;587.0
aa0141.1;aa01;8904;823;72965;4;1.1;591.0
aa0181.03;aa01;8904;823;72965;8;1.03;635.0
aa0181.05;aa01;8904;823;72965;8;1.05;641.0
aa0181.1;aa01;8904;823;72965;8;1.1;642.0
aa01161.03;aa01;8904;823;72965;16;1.03;672.0
aa01161.05;aa01;8904;823;72965;16;1.05;662.0
aa01161.1;aa01;8904;823;72965;16;1.1;663.0
aa01321.03;aa01;8904;823;72965;32;1.03;685.0
aa01321.05;aa01;8904;823;72965;32;1.05;686.0
aa01321.1;aa01;8904;823;72965;32;1.1;690.0
aa01641.03;aa01;8904;823;72965;64;1.03;705.0
aa01641.05;aa01;8904;823;72965;64;1.05;709.0
aa01641.1;aa01;8904;823;72965;64;1.1;707.0
aa011281.03;aa01;8904;823;72965;128;1.03;735.0
aa011281.05;aa01;8904;823;72965;128;1.05;735.0
aa011281.1;aa01;8904;823;72965;128;1.1;729.0
aa0321.03;aa03;8627;825;70806;2;1.03;530.0
aa0321.05;aa03;8627;825;70806;2;1.05;536.0
aa0321.1;aa03;8627;825;70806;2;1.1;535.0
aa0341.03;aa03;8627;825;70806;4;1.03;542.0
aa0341.05;aa03;8627;825;70806;4;1.05;534.0
aa0341.1;aa03;8627;825;70806;4;1.1;537.0
aa0381.03;aa03;8627;825;70806;8;1.03;593.0
aa0381.05;aa03;8627;825;70806;8;1.05;581.0
aa0381.1;aa03;8627;825;70806;8;1.1;580.0
aa03161.03;aa03;8627;825;70806;16;1.03;619.0
aa03161.05;aa03;8627;825;70806;16;1.05;620.0
aa03161.1;aa03;8627;825;70806;16;1.1;619.0
aa03321.03;aa03;8627;825;70806;32;1.03;634.0
aa03321.05;aa03;8627;825;70806;32;1.05;634.0
aa03321.1;aa03;8627;825;70806;32;1.1;639.0
aa03641.03;aa03;8627;825;70806;64;1.03;658.0
aa03641.05;aa03;8627;825;70806;64;1.05;650.0
aa03641.1;aa03;8627;825;70806;64;1.1;646.0
aa031281.03;aa03;8627;825;70806;128;1.03;684.0
aa031281.05;aa03;8627;825;70806;128;1.05;681.0
aa031281.1;aa03;8627;825;70806;128;1.1;681.0
aa321.03;aa3;8627;825;70806;2;1.03;538.0
aa321.05;aa3;8627;825;70806;2;1.05;526.0
aa321.1;aa3;8627;825;70806;2;1.1;528.0
aa341.03;aa3;8627;825;70806;4;1.03;538.0
aa341.05;aa3;8627;825;70806;4;1.05;534.0
aa341.1;aa3;8627;825;70806;4;1.1;534.0
aa381.03;aa3;8627;825;70806;8;1.03;589.0
aa381.05;aa3;8627;825;70806;8;1.05;585.0
aa381.1;aa3;8627;825;70806;8;1.1;576.0
aa3161.03;aa3;8627;825;70806;16;1.03;617.0
aa3161.05;aa3;8627;825;70806;16;1.05;614.0
aa3161.1;aa3;8627;825;70806;16;1.1;616.0
aa3321.03;aa3;8627;825;70806;32;1.03;637.0
aa3321.05;aa3;8627;825;70806;32;1.05;636.0
aa3321.1;aa3;8627;825;70806;32;1.1;635.0
aa3641.03;aa3;8627;825;70806;64;1.03;650.0
aa3641.05;aa3;8627;825;70806;64;1.05;651.0
aa3641.1;aa3;8627;825;70806;64;1.1;648.0
aa31281.03;aa3;8627;825;70806;128;1.03;685.0
aa31281.05;aa3;8627;825;70806;128;1.05;683.0
aa31281.1;aa3;8627;825;70806;128;1.1;680.0
aa421.03;aa4;7195;426;52121;2;1.03;325.0
aa421.05;aa4;7195;426;52121;2;1.05;327.0
aa421.1;aa4;7195;426;52121;2;1.1;317.0
aa441.03;aa4;7195;426;52121;4;1.03;326.0
aa441.05;aa4;7195;426;52121;4;1.05;328.0
aa441.1;aa4;7195;426;52121;4;1.1;313.0
aa481.03;aa4;7195;426;52121;8;1.03;339.0
aa481.05;aa4;7195;426;52121;8;1.05;339.0
aa481.1;aa4;7195;426;52121;8;1.1;339.0
aa4161.03;aa4;7195;426;52121;16;1.03;348.0
aa4161.05;aa4;7195;426;52121;16;1.05;347.0
aa4161.1;aa4;7195;426;52121;16;1.1;346.0
aa4321.03;aa4;7195;426;52121;32;1.03;352.0
aa4321.05;aa4;7195;426;52121;32;1.05;354.0
aa4321.1;aa4;7195;426;52121;32;1.1;353.0
aa4641.03;aa4;7195;426;52121;64;1.03;364.0
aa4641.05;aa4;7195;426;52121;64;1.05;363.0
aa4641.1;aa4;7195;426;52121;64;1.1;359.0
aa41281.03;aa4;7195;426;52121;128;1.03;381.0
aa41281.05;aa4;7195;426;52121;128;1.05;377.0
aa41281.1;aa4;7195;426;52121;128;1.1;377.0
aa521.03;aa5;8308;801;65953;2;1.03;503.0
aa521.05;aa5;8308;801;65953;2;1.05;514.0
aa521.1;aa5;8308;801;65953;2;1.1;507.0
aa541.03;aa5;8308;801;65953;4;1.03;525.0
aa541.05;aa5;8308;801;65953;4;1.05;519.0
aa541.1;aa5;8308;801;65953;4;1.1;515.0
aa581.03;aa5;8308;801;65953;8;1.03;569.0
aa581.05;aa5;8308;801;65953;8;1.05;574.0
aa581.1;aa5;8308;801;65953;8;1.1;578.0
aa5161.03;aa5;8308;801;65953;16;1.03;614.0
aa5161.05;aa5;8308;801;65953;16;1.05;610.0
aa5161.1;aa5;8308;801;65953;16;1.1;613.0
aa5321.03;aa5;8308;801;65953;32;1.03;633.0
aa5321.05;aa5;8308;801;65953;32;1.05;633.0
aa5321.1;aa5;8308;801;65953;32;1.1;631.0
aa5641.03;aa5;8308;801;65953;64;1.03;652.0
aa5641.05;aa5;8308;801;65953;64;1.05;659.0
aa5641.1;aa5;8308;801;65953;64;1.1;650.0
